,Word,Bert,Distilbert
1337,puppy,2.14E-05,1.39E-06
1338,struggles,2.16E-05,-3.81E-06
1339,disco,2.16E-05,-3.90E-06
1340,lamb,2.17E-05,-1.93E-06
1341,useless,2.18E-05,-2.53E-06
1342,assembly,2.19E-05,2.24E-05
1343,occupied,2.21E-05,-1.87E-05
1344,wreck,2.21E-05,-2.88E-06
1345,shattered,2.25E-05,-1.19E-05
1346,impending,2.26E-05,-9.82E-06
1347,films,2.26E-05,-1.57E-06
1348,those,2.26E-05,-1.00E-05
1349,sometimes,2.26E-05,-1.76E-06
1350,anymore,2.28E-05,4.56E-06
1351,powers,2.29E-05,-2.61E-05
1352,jerry,2.30E-05,-1.53E-05
1353,cody,2.30E-05,8.32E-06
1354,harry,2.30E-05,-1.75E-05
1355,wanting,2.31E-05,-6.65E-06
1356,wings,2.31E-05,4.84E-07
1357,hardest,2.32E-05,-7.12E-06
1358,rains,2.33E-05,-2.39E-05
1359,hurting,2.35E-05,1.55E-05
1360,ny,2.36E-05,1.18E-05
1361,oddly,2.37E-05,-2.66E-05
1362,pokemon,2.37E-05,4.90E-05
1363,canadian,2.37E-05,1.75E-05
1364,coconut,2.38E-05,1.72E-05
1365,farewell,2.38E-05,1.24E-06
1366,breast,2.39E-05,-3.98E-05
1367,dumped,2.39E-05,4.23E-05
1368,country,2.39E-05,-1.69E-05
1369,whiskey,2.43E-05,-2.12E-05
1370,donate,2.44E-05,1.75E-05
1371,jurassic,2.45E-05,-1.03E-05
1372,heavily,2.45E-05,2.21E-06
1373,mask,2.46E-05,-2.04E-05
1374,attending,2.46E-05,1.09E-05
1375,enjoyable,2.46E-05,3.71E-05
1376,rainbow,2.46E-05,-2.28E-06
1377,struggling,2.49E-05,-4.23E-05
1378,fortune,2.53E-05,-6.83E-06
1379,sis,2.53E-05,2.64E-06
1380,nor,2.53E-05,-4.27E-06
1381,dutch,2.55E-05,-1.27E-05
1382,wicked,2.58E-05,-3.44E-05
1383,crush,2.58E-05,4.34E-06
1384,powder,2.59E-05,-8.12E-06
1385,grief,2.59E-05,-2.36E-06
1386,reflecting,2.61E-05,9.18E-07
1387,mayo,2.62E-05,-1.47E-05
1388,dough,2.63E-05,-4.43E-06
1389,ruled,2.63E-05,-5.45E-05
1390,michelle,2.65E-05,8.18E-06
1391,pity,2.65E-05,1.01E-05
1392,auburn,2.65E-05,4.48E-05
1393,popular,2.66E-05,1.90E-05
1394,sunshine,2.67E-05,8.72E-07
1395,mines,2.68E-05,-1.11E-05
1396,lived,2.68E-05,1.31E-05
1397,oregon,2.73E-05,1.78E-05
1398,adventure,2.75E-05,8.41E-06
1399,maria,2.76E-05,-2.82E-06
1400,hawaii,2.76E-05,3.90E-05
1401,appreciation,2.76E-05,1.16E-05
1402,spice,2.77E-05,-5.38E-06
1403,tiger,2.77E-05,-5.01E-06
1404,bella,2.77E-05,-7.46E-06
1405,charity,2.77E-05,2.41E-05
1406,14th,2.77E-05,-1.55E-05
1407,concerned,2.78E-05,2.37E-05
1408,comedy,2.83E-05,-5.11E-06
1409,cries,2.85E-05,1.06E-07
1410,aaron,2.88E-05,4.09E-06
1411,pony,2.88E-05,-0.000124657
1412,closest,2.89E-05,2.28E-05
1413,weren,2.89E-05,1.86E-05
1414,climb,2.91E-05,-5.72E-06
1415,storage,2.92E-05,7.04E-06
1416,sweets,2.93E-05,-5.20E-07
1417,oscar,2.95E-05,5.72E-05
1418,girlfriends,2.99E-05,4.41E-06
1419,slight,3.00E-05,-1.81E-05
1420,beach,3.03E-05,-1.41E-05
1421,misses,3.04E-05,2.77E-05
1422,removed,3.04E-05,-4.26E-07
1423,pirates,3.08E-05,2.49E-05
1424,tub,3.12E-05,-1.50E-06
1425,remembers,3.13E-05,-4.91E-05
1426,netflix,3.14E-05,9.84E-06
1427,fry,3.14E-05,2.31E-06
1428,italy,3.15E-05,1.26E-05
1429,laws,3.17E-05,6.09E-06
1430,rainy,3.18E-05,1.08E-05
1431,siblings,3.18E-05,-1.53E-05
1432,cancer,3.18E-05,1.62E-05
1433,poll,3.19E-05,-1.92E-05
1434,florida,3.19E-05,4.95E-07
1435,darling,3.20E-05,-8.25E-06
1436,virgin,3.21E-05,1.71E-06
1437,poetry,3.21E-05,-6.02E-06
1438,kansas,3.22E-05,-4.10E-05
1439,demi,3.25E-05,9.10E-06
1440,pakistan,3.27E-05,3.19E-06
1441,grape,3.29E-05,1.24E-05
1442,funeral,3.31E-05,-1.53E-06
1443,stupidity,3.32E-05,-2.86E-05
1444,poorly,3.36E-05,-4.93E-05
1445,lana,3.36E-05,-2.55E-06
1446,bean,3.39E-05,-5.60E-06
1447,romantic,3.40E-05,-2.03E-05
1448,danielle,3.43E-05,2.51E-05
1449,android,3.44E-05,3.44E-06
1450,stephen,3.47E-05,-9.33E-06
1451,blink,3.47E-05,4.56E-05
1452,wish,3.47E-05,1.65E-05
1453,streak,3.48E-05,-4.83E-05
1454,significant,3.49E-05,-2.38E-05
1455,died,3.49E-05,1.28E-05
1456,realistic,3.49E-05,1.09E-05
1457,mitch,3.52E-05,3.20E-05
1458,straw,3.53E-05,2.05E-05
1459,loneliness,3.53E-05,3.17E-05
1460,diary,3.56E-05,1.25E-05
1461,guarantee,3.57E-05,-4.11E-05
1462,marry,3.58E-05,5.02E-06
1463,ink,3.59E-05,-1.02E-05
1464,holland,3.59E-05,-5.64E-05
1465,performances,3.61E-05,-2.68E-05
1466,vampire,3.64E-05,3.05E-05
1467,natural,3.64E-05,-2.70E-05
1468,jingle,3.64E-05,-1.56E-05
1469,spicy,3.67E-05,-1.63E-05
1470,carries,3.67E-05,-3.48E-06
1471,comforting,3.73E-05,3.80E-06
1472,treats,3.75E-05,2.55E-06
1473,bully,3.78E-05,-2.77E-07
1474,destroyed,3.79E-05,2.86E-05
1475,bunny,3.83E-05,-1.31E-05
1476,closes,3.84E-05,7.76E-06
1477,matched,3.89E-05,1.05E-05
1478,robert,3.90E-05,1.75E-07
1479,population,3.91E-05,-5.11E-06
1480,savings,3.92E-05,-1.73E-05
1481,wales,4.00E-05,8.39E-06
1482,dies,4.06E-05,2.13E-05
1483,miami,4.07E-05,-1.61E-08
1484,cemetery,4.07E-05,4.26E-05
1485,hopeless,4.13E-05,7.52E-06
1486,bargaining,4.15E-05,-3.73E-05
1487,wheat,4.15E-05,-1.38E-06
1488,relationships,4.16E-05,-1.66E-06
1489,stud,4.18E-05,-2.88E-05
1490,volleyball,4.19E-05,-1.71E-05
1491,ting,4.25E-05,-4.79E-07
1492,mart,4.28E-05,-9.27E-06
1493,mango,4.30E-05,3.20E-06
1494,cartoon,4.31E-05,3.13E-05
1495,convince,4.31E-05,-9.55E-06
1496,romance,4.41E-05,-7.22E-06
1497,easter,4.41E-05,-1.13E-05
1498,confess,4.41E-05,1.19E-05
1499,chopped,4.43E-05,1.18E-05
1500,africa,4.44E-05,-3.00E-05
1501,retirement,4.48E-05,9.87E-06
1502,promo,4.56E-05,2.98E-05
1503,disconnected,4.58E-05,5.84E-05
1504,adele,4.78E-05,2.16E-05
1505,potter,4.80E-05,-4.92E-06
1506,caring,4.80E-05,-2.23E-05
1507,buried,4.89E-05,-2.19E-05
1508,compete,4.96E-05,-1.15E-05
1509,guaranteed,5.03E-05,-1.54E-05
1510,panda,5.06E-05,-3.00E-05
1511,appropriate,5.10E-05,7.69E-06
1512,weep,5.11E-05,4.57E-05
1513,kindergarten,5.12E-05,3.61E-05
1514,tragic,5.24E-05,1.01E-05
1515,draining,5.24E-05,7.76E-06
1516,98,5.53E-05,-1.23E-05
1517,patrick,5.57E-05,3.38E-05
1518,sucked,5.65E-05,7.56E-05
1519,breakup,5.70E-05,5.41E-05
1520,buds,5.81E-05,2.24E-05
1521,mourning,5.81E-05,-3.88E-05
1522,lottery,5.84E-05,-3.43E-05
1523,rejected,5.84E-05,3.89E-05
1524,eyed,5.85E-05,6.13E-06
1525,atlanta,6.11E-05,1.31E-06
1526,cowboys,6.14E-05,-3.02E-05
1527,beliefs,6.15E-05,-5.59E-06
1528,blades,6.23E-05,6.08E-05
1529,friendships,6.24E-05,3.35E-05
1530,wished,6.36E-05,-1.91E-06
1531,resources,6.36E-05,-2.54E-05
1532,graders,6.48E-05,-2.79E-06
1533,deaths,6.59E-05,-7.02E-06
1534,unfortunate,6.82E-05,2.84E-06
1535,90s,6.84E-05,3.33E-05
1536,drained,6.92E-05,5.09E-06
1537,pale,6.92E-05,-1.95E-05
1538,matching,7.19E-05,3.48E-05
1539,larry,7.21E-05,1.21E-05
1540,blunt,7.77E-05,6.26E-06
1541,grounded,7.81E-05,9.02E-07
1542,ireland,7.89E-05,-3.90E-05
1543,condoms,7.91E-05,-1.83E-05
1544,fires,7.94E-05,-5.32E-06
1545,skiing,8.05E-05,4.50E-05
1546,warmer,8.25E-05,2.34E-05
1547,poker,8.38E-05,-3.61E-05
1548,september,8.55E-05,6.76E-06
1549,floyd,9.10E-05,3.08E-05
1550,claiming,9.78E-05,-7.70E-07
1551,singles,0.000104663,4.98E-05
1552,temple,0.000109299,9.56E-05
1553,seniors,0.000111678,7.63E-05
1554,thus,0.000115164,-1.09E-05
1555,sims,0.000115254,-7.80E-05
1556,cheated,0.000115579,3.72E-05
1557,10th,0.000120738,2.60E-05
1558,spirits,0.000122866,2.69E-05
