,word,score,word_count
6378,started.,-0.0006604975239451961,1
6379,obamacare,-0.0006604975239451961,1
6380,poorer,-0.0007468938790467898,2
6381,$600,-0.0006604975239451961,1
6382,rich!,-0.0006604975239451961,1
6383,cuts,-0.0006604975239451961,1
6384,fiction.,-0.0006604975239451961,1
6385,contradict,-0.0006604975239451961,1
6386,unemployment,-0.0005988922285121135,2
6387,dropped.,-0.0006604975239451961,1
6388,revenue?,-0.0006604975239451961,1
6389,confused,-0.0004213087735755228,5
6390,poor...,-0.0006604975239451961,1
6391,yemen.,0.0004462378009659081,3
6392,conducting,0.0002649842225703954,1
6393,operations,4.168566513082313e-06,4
6394,qatar,0.00028912783632525436,3
6395,overthere.,0.0002649842225703954,1
6396,hehre?,0.0002649842225703954,1
6397,"fund,",-0.0014586430066761598,1
6398,wrongdoing,-0.0014586430066761598,1
6399,boss,-0.0014586430066761598,1
6400,rodrigo,-0.0014586430066761598,1
6401,rato.,-0.0014586430066761598,1
6402,banking,-0.0013555558118431086,3
6403,rife,-0.0005606139714205938,2
6404,imf.,-0.0014586430066761598,1
6405,collar,-0.0014586430066761598,1
6406,prejudice,9.388684396450724e-05,1
6407,inequality.,9.388684396450724e-05,1
6408,"myself,",4.995105183477714e-05,4
6409,faced,0.0005280771809690224,3
6410,heritage.,9.388684396450724e-05,1
6411,have.,-2.3286886315537182e-05,7
6412,side.,9.388684396450724e-05,1
6413,unpredictable,-5.0472391374493476e-05,2
6414,sadly.,9.388684396450724e-05,1
6415,tears,0.0009048980517160912,7
6416,rage,0.0005397478701229375,1
6417,"believe,",0.0002759879534441249,2
6418,return.,0.0005397478701229375,1
6419,pouring,-6.987095941894949e-05,2
6420,cheeks,0.0005397478701229375,1
6421,f**k,0.0005397478701229375,1
6422,p.s.,0.0005397478701229375,1
6423,"language,",0.0005397478701229375,1
6424,"afrikaans,",0.0005397478701229375,1
6425,website,0.0005397478701229375,1
6426,netwerk24,0.0005397478701229375,1
6427,subscriber,0.0005397478701229375,1
6428,"articles,",0.0005397478701229375,1
6429,uploaded,0.0005397478701229375,1
6430,farmer,0.0005397478701229375,1
6431,basic,-0.0002544151203491546,9
6432,"income,",0.00024788457546530174,2
6433,universal,-0.00014702416593278636,5
6434,"healthcare,",0.00024788457546530174,2
6435,assisted,0.00024788457546530174,2
6436,important.,-8.017689158097949e-06,6
6437,fit,0.00046167691129592945,5
6438,reduction,0.0006280749130777015,1
6439,painful,0.0008062529797023722,3
6440,symptoms.,0.0006280749130777015,1
6441,"sugar,",0.0006280749130777015,1
6442,"carbs,",0.0006280749130777015,1
6443,enriched,0.0006280749130777015,1
6444,flour,0.0006280749130777015,1
6445,"foods,",0.0006280749130777015,1
6446,legs,0.00010415943643591972,3
6447,"hurts,",0.0006280749130777015,1
6448,digestion,0.0006280749130777015,1
6449,heartburn.,0.0006280749130777015,1
6450,fat,-0.0005604602287432196,5
6451,reducing,0.00017002435947991517,2
6452,pain.,0.0006695639805972557,2
6453,removed,-0.0006877157645044463,2
6454,steaming,-0.0008311695883185166,2
6455,nonsense.,-0.0015786161018713247,3
6456,storied,-0.0012199492210614455,1
6457,media's,-0.0012199492210614455,1
6458,bias,-0.0012199492210614455,1
6459,occurrence,0.0007768065696470533,3
6460,borderline,-0.0005356667914937437,2
6461,believes,0.00011642285758979496,3
6462,"laws,",-0.0012199492210614455,1
6463,"least,",-0.0003888057202988825,3
6464,exempt,0.00019519343099394374,2
6465,abolishing,-0.0012199492210614455,1
6466,penal,-0.0012199492210614455,1
6467,sane,-0.0012199492210614455,1
6468,riots,-0.0012199492210614455,1
6469,inevitable,-0.0012199492210614455,1
6470,leading,-0.0005243450621674128,3
6471,lawless,-0.0012199492210614455,1
6472,confrontation,-0.0004815699855635102,2
6473,"police,",-0.0009957624250585201,2
6474,relief.,-0.0012199492210614455,1
6475,instinct,-0.0007708799029326959,2
6476,"""good",-0.0012199492210614455,1
6477,"riddance""",-0.0012199492210614455,1
6478,loot,-0.0010401061829694905,2
6479,liquor,-0.0012199492210614455,1
6480,restaurants.,-0.0012199492210614455,1
6481,busy,0.0003436269957270118,1
6482,laying,0.00043270107867764786,2
6483,nigerian,0.0006842386632985154,2
6484,rape,-0.0002487015755609908,4
6485,"policemen,",0.0003436269957270118,1
6486,"soldiers,camp",0.0003436269957270118,1
6487,vigilante,0.0003436269957270118,1
6488,boil.,0.0003436269957270118,1
6489,"china,",-0.0008525631183086565,1
6490,chopstick,-0.000910238545102402,3
6491,penis.,-0.0008525631183086565,2
6492,"yeah,",-0.000906922602873771,6
6493,"doctor,",-0.0005357350839976031,2
6494,self,-0.0005706099149578585,9
6495,examine,-0.0008525631183086565,1
6496,find.,-0.0008525631183086565,1
6497,surgery,-0.0003240200286806309,2
6498,hiis,-0.0008525631183086565,1
6499,possess,-0.00022459780867469212,2
6500,"thing?,",-0.0008525631183086565,1
6501,"story,,",-0.0008525631183086565,1
6502,ilness,-0.0008525631183086565,1
6503,is..,-0.0008525631183086565,1
6504,excuse,-0.0007329271368965066,10
6505,masochistic.,-0.0008525631183086565,1
6506,doctors,0.00040877581432131557,17
6507,hurst,-0.0008525631183086565,1
6508,26,-0.0006386998158435138,1
6509,29,-5.76657624234637e-05,2
6510,scene.,-0.00033146107064946286,2
6511,injuries.,0.0003751552391386781,4
6512,ruining,-2.900592777981122e-05,1
6513,giraffe,-2.900592777981122e-05,1
6514,habitat,0.00034988021810325643,3
6515,rothschild,-2.900592777981122e-05,1
6516,giraffe.,-2.900592777981122e-05,1
6517,"sucks,",-2.900592777981122e-05,1
6518,"""this",-2.900592777981122e-05,1
6519,"species.""",-2.900592777981122e-05,1
6520,nauseating,-2.900592777981122e-05,1
6521,habitats,0.00028710093321279826,4
6522,"destroyed,",5.9454769764973514e-05,2
6523,"humans,",-5.682145827500386e-05,3
6524,silly,-0.0006077605168181636,6
6525,fool-hearted.,-2.900592777981122e-05,1
6526,awake,-0.0014496127706903888,2
6527,torturing,-0.0010756818705455846,4
6528,europe?,-0.0014496127706903888,1
6529,europe,-4.7451521372655264e-05,5
6530,like.,-0.0005429206586465322,4
6531,so?,-0.0014496127706903888,1
6532,constitution?,-0.0012880832694097913,1
6533,agree.,-0.0007183200506054277,2
6534,fringe,-0.0012880832694097913,1
6535,woudln't,-0.0012880832694097913,1
6536,factors,-0.0002265977693885664,2
6537,fatal,-0.0010722564623415565,2
6538,"first,",-0.0006389504545654746,2
6539,caution,-0.0008957513804398331,1
6540,tape,-0.0007351368184337541,2
6541,block,-7.196101535043908e-05,4
6542,elevator?,-0.0008957513804398331,1
6543,broken?,-0.0008957513804398331,1
6544,tenant's,-0.0008957513804398331,1
6545,elevators,-0.00032094299167094204,2
6546,addressed,-0.0010601957633106292,3
6547,landlord?,-0.0008957513804398331,1
6548,technicians,-0.0008957513804398331,1
6549,inspections.,-0.0008957513804398331,1
6550,warring,-0.00036040408798650484,2
6551,"power,",-0.0006604312242257038,2
6552,"millenia,",-3.973928662465672e-05,1
6553,weaponry,-3.973928662465672e-05,1
6554,crushing,-0.00017082350227421255,2
6555,separated,0.0014692963562068448,2
6556,direction,-0.00029539827335876606,4
6557,spike,-3.2493777057425176e-05,1
6558,hotline,-3.2493777057425176e-05,1
6559,calls.,-3.2493777057425176e-05,1
6560,appreciated,-3.2493777057425176e-05,1
6561,basis.,-0.0002861707126021429,3
6562,minimize,-0.00019818366848034608,3
6563,loosing,0.0012707012409039938,1
6564,u,-0.0006203140506105835,4
6565,tank,0.0015917585709606405,1
6566,exploded,0.0007693614460670991,2
6567,burned,0.0010861900186951818,6
6568,uncomfortable,0.0006185906723643105,2
6569,contain,0.00047722419699463593,6
6570,trauma.,0.0005247885268277722,4
6571,"pain,",0.0005193540502477844,2
6572,lucky.,0.00028124133524266246,3
6573,inflicts,0.0005193540502477844,4
6574,physical,-6.576542985415773e-05,5
6575,lengthy,0.0005193540502477844,2
6576,partly,0.0005193540502477844,2
6577,relate,0.0005193540502477844,2
6578,(life),0.0005193540502477844,2
6579,leave.,7.948857696855305e-05,4
6580,consuming,0.0005193540502477844,2
6581,experiences.,0.00034828344292552374,3
6582,emotions,0.0004765601868524528,15
6583,inflict,0.00018305780295687173,5
6584,neutral,0.0005193540502477844,2
6585,calm,0.0004725031682240417,3
6586,"idea,",0.0005193540502477844,2
6587,rational,0.0003021341127828236,3
6588,earthquake.,0.0019608035272182557,5
6589,can't.,-0.0005898919894063207,2
6590,unless,-0.0005843848443056133,7
6591,line,-0.00019040513352382298,9
6592,immigrant.,8.618116787450466e-05,1
6593,privileges,8.618116787450466e-05,1
6594,legally,-0.0006676729186737162,4
6595,hijacking,-0.0004645010473154798,1
6596,hell?,-0.0004645010473154798,1
6597,"regardless,",-0.0004645010473154798,1
6598,justice.,0.00042327976757633223,4
6599,(such,-0.00018480041142841704,1
6600,usa),-0.00018480041142841704,1
6601,disruptive,-0.00018480041142841704,2
6602,people’s,-0.00018480041142841704,1
6603,upsetting,9.255111784936235e-05,12
6604,policy,-0.0008117455318165412,2
6605,"mexico,",-0.00018480041142841704,1
6606,tension,-0.0006581695430624753,4
6607,"instability,",-0.00018480041142841704,1
6608,uncertainty,-0.00018480041142841704,1
6609,few.,0.0013571018951351258,1
6610,reevaluate,0.0013571018951351258,1
6611,techniques,0.0013571018951351258,1
6612,uncommon.,0.0013571018951351258,1
6613,devastated,0.001292320643668603,8
6614,well's,-0.0011399899070844793,1
6615,"before,",-0.0015342719979253162,2
6616,"quota,",-0.0011399899070844793,1
6617,tasks,-0.0011399899070844793,1
6618,employee.,-0.0011399899070844793,2
6619,infuriate,-0.0010317462119345086,2
6620,earned,-0.0004949331379604398,3
6621,bonus,-0.0011399899070844793,1
6622,developed,-0.0011399899070844793,1
6623,teens.,0.0004157970512975832,1
6624,teens,0.0004157970512975832,1
6625,inclined,0.0004157970512975832,1
6626,impulsively.,0.0004157970512975832,1
6627,triger,0.0004157970512975832,1
6628,"attempt,",-0.00028073230236638357,2
6629,bullying.,0.0004157970512975832,1
6630,eradicate,9.514532489276917e-05,2
6631,suicides.,0.0004157970512975832,1
6632,monitor,-0.0005746717256323089,2
6633,country?,-0.0007851047551721358,3
6634,stopping,-0.0005763729127423289,1
6635,solved!!!,-0.0005763729127423289,1
6636,tabs,-0.0005763729127423289,1
6637,fellow,-5.860427280204302e-05,4
6638,citizens?,-0.0005763729127423289,1
6639,paws,0.0015026623868145824,1
6640,removal,0.0015026623868145824,1
6641,gaza,0.0015026623868145824,1
6642,horrid.,0.0015026623868145824,1
6643,remained,0.0015026623868145824,1
6644,previously,0.0015026623868145824,1
6645,housed,0.0004286478441027934,2
6646,harrowing,0.0015026623868145824,1
6647,hamas,0.0015026623868145824,1
6648,israeli,0.0015026623868145824,1
6649,launching,0.0015026623868145824,1
6650,missles,0.0015026623868145824,1
6651,evacuation,0.0015026623868145824,1
6652,process.,0.0015026623868145824,1
6653,locations,0.0002776414349869722,3
6654,specific,0.00011978078035228798,3
6655,rehabilitated,0.0015026623868145824,1
6656,wild.,0.0015026623868145824,1
6657,banker,-0.0002228017088263338,1
6658,kong.,6.667663669711983e-06,2
6659,ordinary,-0.0007805872821183534,3
6660,appearances.,-0.0002228017088263338,1
6661,losers.,-0.001602619450009115,1
6662,"actually,",-0.001602619450009115,1
6663,pass,-0.0010506404144104795,5
6664,irrelevant,-0.0016249326993177722,2
6665,decades.,-0.0004138353295598386,3
6666,"relevant,",-0.001602619450009115,1
6667,upsetting.,0.0008337932881704546,2
6668,areas/,9.363480028393193e-05,1
6669,"born,",-0.00017225254039052136,1
6670,tested,-0.00012821209160544336,2
6671,elevated,-0.00017225254039052136,1
6672,"blood,",-0.00017225254039052136,1
6673,"scared,",-0.00017225254039052136,1
6674,mouth.,-0.00017225254039052136,1
6675,"reversible,",-0.00017225254039052136,1
6676,"elephants,",0.0002644665450470206,3
6677,visit,0.00010021223332100983,9
6678,kong,0.00023613703616575776,1
6679,"banker,",0.00023613703616575776,1
6680,sadistic,-0.00019036184773033445,2
6681,inside,-0.00044335425523780173,7
6682,luxurious,0.00023613703616575776,1
6683,downtown,0.00014708497741419062,2
6684,kong's,0.00023613703616575776,1
6685,district.,0.00023613703616575776,1
6686,tools,-0.0001351009478320009,2
6687,toys,0.00023613703616575776,1
6688,loudly,0.00023613703616575776,1
6689,apartment.,0.00023613703616575776,1
6690,slit,0.00023613703616575776,1
6691,throat,0.00023613703616575776,1
6692,stuffed,0.00023613703616575776,1
6693,suitcase.,0.00023613703616575776,1
6694,itt,-0.0005430156235902454,8
6695,technical,-0.0005959892727673832,3
6696,"institute,",-0.0005959892727673832,2
6697,chain,-0.0005959892727673832,1
6698,for-profit,-0.0003840946760588319,2
6699,"states,",-0.0004046534027946791,4
6700,campuses,-0.0002689781770523799,2
6701,financial,-0.0004051699545002521,5
6702,sanctions,-0.0005959892727673832,1
6703,tuesday,-0.0005959892727673832,1
6704,shutter,-0.0005959892727673832,1
6705,130,-4.3235377571212064e-05,4
6706,39,-0.0005959892727673832,1
6707,states.,-1.1508923532993522e-05,9
6708,"8,000",0.00045171637982965266,2
6709,colloquially,-0.0005959892727673832,1
6710,"tech,",-0.0005959892727673832,1
6711,profound,-0.0003348690409268329,2
6712,"services,",-0.0005959892727673832,1
6713,inc.,-0.0005959892727673832,1
6714,discontinue,-0.0005959892727673832,1
6715,academic,-0.0005959892727673832,1
6716,approximately,-0.0005959892727673832,1
6717,50,-0.0001566517320971646,2
6718,continuous,-0.0005959892727673832,1
6719,"service,”",-0.0005959892727673832,1
6720,website.,-0.0008524011324232106,2
6721,announced,0.00014080510724587232,2
6722,enroll,-0.0005959892727673832,1
6723,developmental,-0.00012614192721343897,1
6724,parent,0.00041015602826053764,8
6725,scares,-3.784988423025955e-05,4
6726,"disease,",4.532869574897327e-05,3
6727,essentially,-0.00012614192721343897,1
6728,for!,-0.00012614192721343897,1
6729,live!,-0.00012614192721343897,1
6730,enters,-0.0012356634144877413,1
6731,administration,-0.0007580098653277408,4
6732,falt,-0.0012356634144877413,1
6733,kick,-0.0011355594617657515,2
6734,mock,-0.0006751542123300029,3
6735,unfitting.,-0.0012356634144877413,1
6736,fracking,-0.0012749523149068408,2
6737,"wastewater,",-0.0012749523149068408,1
6738,practice.,-0.0012749523149068408,1
6739,lobbyists,-0.0012749523149068408,1
6740,neither.,-0.0012749523149068408,1
6741,firstly,-0.0010110766665229675,1
6742,jewelry.,-0.0010110766665229675,1
6743,assaulted,-0.0011475751330982575,2
6744,provocative,-0.00043552132262523926,2
6745,clothes;,-0.0010110766665229675,1
6746,"secondly,",-0.0010110766665229675,1
6747,khloe,-0.0010110766665229675,1
6748,expressing,-0.0010110766665229675,1
6749,resources.,0.0005930760781681481,1
6750,tourism,0.0007062666455484154,2
6751,"gone,",0.0005930760781681481,1
6752,penalties,0.0005930760781681481,1
6753,worthy,-7.781036749217188e-05,1
6754,everyday.,0.00033123948810473143,3
6755,"same,",4.541724017675128e-05,3
6756,region,0.00036098790741045646,8
6757,"like,",-0.0008555769492306809,4
6758,yesterday.,-0.0005299176892018901,2
6759,wage.,-0.00028504326095874904,1
6760,stomp,-0.0007212097536739748,1
6761,weak.,-0.0003834639165340074,2
6762,expecting,-0.00010069462325847983,3
6763,influence.,-0.0007212097536739748,1
6764,"poverty,",0.0005117250556941776,3
6765,subjugate,-0.0007212097536739748,1
6766,differently,-0.0005215101692389605,2
6767,olden,-0.0007212097536739748,1
6768,painting,-0.0007212097536739748,1
6769,"picture,",-0.0007212097536739748,1
6770,illusion,-0.0007212097536739748,1
6771,"noses,",-0.0007212097536739748,1
6772,neighborhoods.,-0.0007212097536739748,1
6773,"wretched,",-0.0007212097536739748,1
6774,retched,-0.0007212097536739748,1
6775,"donor,",-0.0007212097536739748,1
6776,disgusts,-0.0001557890847568899,4
6777,leak,-0.0004247498889117196,2
6778,"occurred,",0.0003277650710515445,1
6779,contingency,0.0003277650710515445,1
6780,gallons,0.0012586973455740412,3
6781,spilling.,0.0003277650710515445,1
6782,gas.,0.000555843206792714,6
6783,devil's,-0.00025847833470985887,1
6784,ideas,-0.0007857681527643005,4
6785,mayor,-0.0009268833888947576,8
6786,sacramento,-0.00025847833470985887,1
6787,yes,9.481172429559549e-06,4
6788,"shaken,",-0.00025847833470985887,1
6789,wealth.,-0.00025847833470985887,1
6790,majorly,-0.00025847833470985887,1
6791,damaged.,0.0009515542528943873,2
6792,afterwards,-0.00025847833470985887,1
6793,egypt?,0.001539312546368213,1
6794,150,0.001539312546368213,1
6795,survived.,0.0002010482110858902,4
6796,swam,0.001539312546368213,1
6797,that!,-0.0006240972061267611,3
6798,"boat,",0.0003577345546689988,2
6799,leg,0.00023924647604978114,5
6800,slammed,0.0007188311791312825,3
6801,him?,-0.0007730867413647502,1
6802,restraint.,-0.001035305235315415,2
6803,restraint,-0.000739601430152561,2
6804,disobedient,-0.0007730867413647502,1
6805,sides.,-0.0007730867413647502,1
6806,behaved,-0.0007730867413647502,1
6807,excessive,-0.0009855418184719156,2
6808,perturbed.,0.00014988367838564425,1
6809,"necessary,",0.00014988367838564425,1
6810,die?,0.00014988367838564425,1
6811,"itself,",0.00014988367838564425,1
6812,unforgiving.,-0.0004609917728278864,1
6813,cruise,-0.0003705683136692054,3
6814,ship.,-0.0006480561510519085,1
6815,crew,-0.0006480561510519085,1
6816,homophobic,-0.0006480561510519085,1
6817,patrons,-0.0006480561510519085,1
6818,sued!,-0.0006480561510519085,1
6819,patronize,-0.0006480561510519085,1
6820,colors.,-0.0006480561510519085,1
6821,australia.,0.0005256277264430132,3
6822,"dreamworld,",0.00029882026530231087,1
6823,rapids,0.00029882026530231087,1
6824,cedar,0.00029882026530231087,1
6825,boat,0.0006634319704958215,5
6826,tipped,0.00029882026530231087,1
6827,conveyor,0.00029882026530231087,1
6828,belt.,0.00029882026530231087,1
6829,happen--,0.00029882026530231087,1
6830,words!,0.00029882026530231087,1
6831,none,-0.00043411949884911236,3
6832,accident.,0.0005244425489695341,8
6833,parent.,-0.00032438498879097704,3
6834,baby.,-0.00023373242236478595,4
6835,mother.,0.0006029779785370692,4
6836,failing,9.769214610363012e-06,3
6837,"parks,",-7.190265836129584e-05,2
6838,harassing,-0.001037389108513859,2
6839,minorities:,-0.001037389108513859,1
6840,'stop,-0.001037389108513859,3
6841,it',-0.001037389108513859,1
6842,"minorities,",-0.001037389108513859,1
6843,televised,-0.001037389108513859,1
6844,sit-down,-0.001037389108513859,1
6845,interview,0.0005033597851224334,3
6846,president-elect.,-0.001037389108513859,1
6847,"that,""",-0.001037389108513859,1
6848,cbs',-0.001037389108513859,1
6849,lesley,-0.001037389108513859,1
6850,stahl,-0.001037389108513859,1
6851,"""60",-0.001037389108513859,1
6852,"minutes""",-0.001037389108513859,1
6853,latinos,-0.001037389108513859,1
6854,harassment.,-0.001037389108513859,1
6855,"""and",-0.001037389108513859,1
6856,"say,",-0.0006161866016407202,2
6857,it.',-0.001037389108513859,1
6858,"helps,",-0.001037389108513859,1
6859,cameras:,-0.001037389108513859,1
6860,"it.'""",-0.001037389108513859,1
6861,directed,-0.0002525977710695315,2
6862,slogans,-0.001037389108513859,1
6863,chanted,-0.001037389108513859,1
6864,degrading,-0.001037389108513859,1
6865,schools.,-0.0010239000378593724,3
6866,appeal,-0.0010167599730673753,4
6867,divisive,-0.001037389108513859,1
6868,fearful,-0.000693461472992567,2
6869,action.,-0.0006726907664634989,2
6870,pervasive,-0.0005321806208409423,1
6871,ingrained,-0.0005321806208409423,1
6872,departments.,-0.0005321806208409423,1
6873,justified.,-0.0005321806208409423,1
6874,subjected,0.0003275557181738122,5
6875,testing,-0.00032015287355564696,5
6876,inclination,-0.0005321806208409423,1
6877,active,-0.0002746054099979271,2
6878,"chicago,",0.0004072504108353314,1
6879,illinois,0.0004072504108353314,1
6880,incredible,0.001559880903579445,5
6881,fountains.,0.0003403243303159798,2
6882,"buildings,",0.0004072504108353314,1
6883,pipes,0.00018345167632863497,2
6884,long-range,0.0004072504108353314,1
6885,city.,0.0004072504108353314,1
6886,"disabilities,",0.0004072504108353314,1
6887,behavioral,0.0004072504108353314,1
6888,variety,-0.00032566403466237007,3
6889,fountains,0.0004072504108353314,1
6890,originally,-0.0003546326387807615,2
6891,arrest.,-0.000270779683298517,3
6892,threatened,0.0001840837829422526,3
6893,resort,-0.0003749046497253706,5
6894,be!,0.0002568092499344251,1
6895,"clear,",0.00047165037083014263,2
6896,weren't,-0.00022646837437539108,6
6897,resulted,0.0008781156411805568,2
6898,dad.,0.0007451358400142757,2
6899,forever.,0.000192008962851844,4
6900,two.,0.0002568092499344251,1
6901,deep,0.0011187604980203976,4
6902,grief,0.0002568092499344251,1
6903,guilt.,0.0002568092499344251,1
6904,"had,",0.0002568092499344251,1
6905,more's,0.0002568092499344251,1
6906,pity.,0.0002568092499344251,1
6907,fair.,-0.0005143053036655627,3
6908,grab,0.001610336083049333,1
6909,positiion,0.001610336083049333,1
6910,suffers,0.0010532389246797416,3
6911,published.,-0.000731384987727021,1
6912,topless,-0.0009577100234249277,4
6913,selfie,-0.0010445282894306729,2
6914,boyfriend.,-0.0003528571787016214,2
6915,glass,-0.000731384987727021,1
6916,wine,-0.0003528571787016214,2
6917,cup,-0.00020767308790810702,3
6918,holder,-0.0003528571787016214,2
6919,"drunk,",-0.000731384987727021,1
6920,bond,-0.0008337165778560044,2
6921,believe.,-0.000731384987727021,1
6922,freed,-0.000731384987727021,1
6923,waging,-0.0013614741355421245,1
6924,switch,-0.0013614741355421245,1
6925,chair,-0.0013614741355421245,1
6926,merged,-0.0013614741355421245,1
6927,tension.,-0.0012008360736278216,1
6928,resolve,-0.0012008360736278216,1
6929,issue.,-0.0007080801326145443,9
6930,"mistreated,",-0.0002612470951138827,1
6931,minor.,-0.0002612470951138827,1
6932,pressing,-0.0010340610294180882,2
6933,occasional,-0.0002612470951138827,1
6934,mis-handling.,-0.0002612470951138827,1
6935,insanity,-0.00034653646935187983,4
6936,madness,-0.0004655911596122546,2
6937,illness,-3.702103706851182e-05,9
6938,prominent,-0.00038077959061406366,4
6939,6.4,0.002325128584467772,1
6940,magnitude,0.0011426669615472445,2
6941,richter,0.002325128584467772,1
6942,scale,0.00041274058502551727,4
6943,hasshaken,0.002325128584467772,1
6944,"santiago,",0.002325128584467772,1
6945,chile.,0.0015368208358540868,3
6946,chile,0.002325128584467772,1
6947,propense,0.002325128584467772,1
6948,scaled,0.002325128584467772,1
6949,8.8,0.000748513087240402,3
6950,destroyes,0.002325128584467772,1
6951,55,0.002325128584467772,1
6952,"anyone,",-0.0005374918454449091,2
6953,real?,-0.000623382504871491,1
6954,flat.,-0.000623382504871491,1
6955,replacing,-0.000623382504871491,1
6956,infrastructure,0.00033807363035824286,2
6957,hard.,-0.00027951142398971267,4
6958,desert.,-0.000623382504871491,1
6959,"poor,",0.0002532451772200754,1
6960,kitten,0.0005302998221510884,5
6961,"tightly,",0.0002532451772200754,1
6962,cry.,0.0007972158704546928,2
6963,exist.,0.00020831119211884978,3
6964,psychopath.,0.0002532451772200754,1
6965,punished.,0.00017739245136548715,3
6966,awareness.,0.0002532451772200754,1
6967,explored,-0.001009883594585214,2
6968,partner,-0.0006881905123713614,4
6969,"jobs,",-0.000821076020719147,2
6970,association,-0.001009883594585214,1
6971,"agenda,",-0.0010190642450561426,2
6972,phrases,-0.001009883594585214,1
6973,"remember,",-0.001009883594585214,1
6974,tailored,-0.001009883594585214,1
6975,network.,-0.001009883594585214,1
6976,suffer.,0.0007002998248041574,2
6977,weak,-0.00026704402666837267,3
6978,15,4.273685746784844e-05,4
6979,penalty.,-0.0004910110141675735,2
6980,disgusted,-0.00018100467427138432,6
6981,california.,0.0006257638216538908,1
6982,"normal,",0.0003278086221585378,2
6983,"permanent,",0.00018794293622590886,1
6984,ongoing,0.0007335350751382635,5
6985,"suppress,",0.00018794293622590886,1
6986,touching,0.0016459174410677708,2
6987,ebeid,0.002743269783644185,1
6988,"countries,",0.0003723308448553869,6
6989,behind.”,0.002743269783644185,1
6990,neighborhood,0.002743269783644185,1
6991,"aleppo,",0.002743269783644185,1
6992,83-year-old,0.002743269783644185,1
6993,reema,0.002743269783644185,1
6994,salama,0.002743269783644185,1
6995,raised,0.0009492686922726534,4
6996,"wife,",0.0002281872545139171,3
6997,pressure,0.001568807662073242,3
6998,rheumatism.,0.002743269783644185,1
6999,marea,0.002743269783644185,1
7000,"son,",0.0018104346354516564,2
7001,"hameed,",0.002743269783644185,1
7002,visiting,0.0012372462080730252,3
7003,turkey,0.00016826695957737075,6
7004,imposed,0.0012203176193224864,2
7005,siege,0.002743269783644185,1
7006,enables,6.852383192608613e-05,1
7007,behaviors,6.852383192608613e-05,1
7008,witnessing,0.0004408619495391501,2
7009,unfold,0.0003933292544719633,3
7010,movements,6.852383192608613e-05,1
7011,#metoo,6.852383192608613e-05,1
7012,tolerate,-0.00048066655993908277,3
7013,acts.,6.852383192608613e-05,1
7014,sisters.,6.852383192608613e-05,1
7015,comprehension,6.852383192608613e-05,1
7016,exposing,6.852383192608613e-05,1
7017,intentions.,6.852383192608613e-05,1
7018,wow...what,-0.00124444126574114,1
7019,randomly,-0.000949057603924454,2
7020,opened,-0.0009179891380421799,3
7021,homicides,-0.0008105143965190109,2
7022,alaska.,-0.00022973533424596503,3
7023,confronted,-0.0003503881312174902,2
7024,"unrelated,",-0.00124444126574114,1
7025,killings.,-0.00124444126574114,1
7026,author,-0.00048312272212014135,9
7027,ramblings,-0.0016472459486264295,1
7028,skito,-0.0016472459486264295,1
7029,street,-0.0010212921267946878,3
7030,corner.,-0.0016472459486264295,1
7031,pushes,-0.0019929400921519878,2
7032,delve,-0.0016472459486264295,1
7033,threatens,-0.00027071587239637057,2
7034,world’s,0.00022613677591923285,3
7035,supply??,-0.00027071587239637057,1
7036,farmers,0.0008198753418794997,3
7037,imagining,0.0003157828475481494,4
7038,caffeine,-0.001099634980581262,2
7039,fix!,-0.00027071587239637057,1
7040,me!,-2.1118228233818726e-05,3
7041,"report,",-0.00027071587239637057,1
7042,commissioned,-0.00027071587239637057,1
7043,fairtrade,-0.00027071587239637057,2
7044,australia,0.0007153298938993278,5
7045,zealand,-0.00027071587239637057,1
7046,hub,-0.00027071587239637057,1
7047,"research,",-0.00027071587239637057,1
7048,waves,-0.00027071587239637057,1
7049,collating,-0.00027071587239637057,1
7050,array,-0.00027071587239637057,1
7051,literature,-0.00027071587239637057,1
7052,suggesting,-0.00027071587239637057,1
7053,supply.,0.00010004967065267718,3
7054,fascinate,-0.00027071587239637057,1
7055,you!,0.00047272335742491126,2
7056,everyone!!,-0.00027071587239637057,1
7057,"dry,",-0.00019498409476758147,1
7058,"words,",-0.00024511513710767955,4
7059,adapting,-0.00019498409476758147,1
7060,adapt.,-0.00019498409476758147,1
7061,"bit,",-0.00019498409476758147,1
7062,"agriculture,",0.0006104042612785558,2
7063,"adapt,",-0.00019498409476758147,1
7064,volcano,-0.00019498409476758147,1
7065,hawaii,-0.00019498409476758147,1
7066,spews,-0.00019498409476758147,1
7067,gazillion,-0.00019498409476758147,1
7068,tons,0.0006168543882310663,10
7069,ash,-0.00019498409476758147,1
7070,(after,-0.00019498409476758147,1
7071,everyone's,-0.0003071837400716504,2
7072,"evacuated,",-0.00019498409476758147,1
7073,course),-0.00019498409476758147,1
7074,targeted,-3.780020222317642e-05,2
7075,add,-0.0006065924114634905,4
7076,"run,",-0.0011960548901057185,2
7077,frightening,-0.000434187282705049,2
7078,surfers,-8.111420532562382e-06,1
7079,sport.,0.00023605945455747545,3
7080,relocating,-8.111420532562382e-06,1
7081,sharks,-0.0003049293702993813,2
7082,establish,-8.111420532562382e-06,1
7083,moratorium,-8.111420532562382e-06,1
7084,closing,-8.111420532562382e-06,1
